Unit: 2012 $,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Total EE Compensation,6.75E+11,6.98E+11,7.22E+11,7.44E+11,7.66E+11,7.87E+11,8.07E+11,8.28E+11,8.49E+11,8.69E+11,8.89E+11,9.09E+11,9.29E+11,9.49E+11,9.69E+11,9.89E+11,1.01E+12,1.03E+12,1.05E+12,1.07E+12,1.09E+12,1.12E+12,1.14E+12,1.16E+12,1.18E+12,1.21E+12,1.23E+12,1.25E+12,1.28E+12,1.30E+12,1.33E+12,1.36E+12
