Unit: people,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Population,50746659,51014947,51217803,51361911,51606633,51709098,51727000,51737000,51740000,51736000,51724000,51703000,51673000,51635000,51587000,51534000,51473000,51401000,51317000,51217000,51099000,50959000,50797000,50609000,50398000,50163000,49909000,49636000,49348000,49046000,48731000,48405000,48068000,47722000,47365000,46998000,46613000
