Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Household Expenditures,10940095931,60115343.26,34069656.74,22659000,1001000,42904953000,28177695000,118482000,1011192000,11359712000,8791874000,1195012000,780143000,58091691.97,120359308,280953009,76676991.01,1396213000,18556902000,6543992000,2663388000,22957662000,574119000,6096909000,4793091.943,1576908.057,3201107000,425061000,55705832000,30600360235,53314534000,9336145000,10364627000,6534983000,55662243000,1.22051E+11,13638745920,2310854000,49965552000,43943809000,35284516841,1831193000
