Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Government Expenditures,737844752.9,7313545.864,7313545.864,2615440.243,5908957.585,896224189.8,388344442,9396211.242,138521464.7,120697723.8,7731338226,0,73813535.74,13222503.45,13222503.45,22376544.3,22376544.3,57733421.65,2342368908,82725406.19,282467546.2,355312400.4,349306574.6,87665682.21,0,0,3121673232,226090278.8,3522707402,4890001440,1428030373,1549793646,235099017.4,127478494.8,534324754.8,653569456.2,6965401707,1.07E+11,5.03E+10,201873239.5,6629075465,0
