Year,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DR Capacity (MW),2194.707,2312.682632,2437,2568,2672,2780,2922,3059,3198,3337,3475,3614,3752,3890,3936,3981,4026,4072,4118,4164,4211,4259,4307,4356,4405,4455,4505,4556,4607,4659,4712,4765,4819
