Year,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Potential Additional DR Capacity (MW),0,0,0,13,31,44,24,9,0,0,0,0,0,0,0,61,137,214,289,364,439,513,587,660,732,804,876,946,1017,1086,1155,1224,1292
