Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Domestic Taxes as Share of Value Added,4.14E-02,8.03E-03,1.04E-02,1.04E-02,5.88E-02,1.03E-02,6.91E-03,7.42E-03,6.05E-03,2.22E-02,8.75E-03,1.00E-02,6.85E-03,5.93E-03,6.52E-03,6.49E-03,1.40E-02,5.70E-03,6.24E-03,6.40E-03,6.13E-03,6.77E-03,8.61E-03,4.65E-03,1.25E-02,2.02E-02,2.03E-03,1.70E-02,1.29E-02,1.32E-02,2.20E-02,1.19E-02,1.14E-02,9.11E-03,4.60E-03,4.41E-02,5.45E-03,3.24E-05,1.87E-03,3.45E-03,4.17E-02,0.00E+00
