Unit: jobs,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
KOR: Korea,1344900,46850.90916,11049.09084,11300,0,370200,374900,43000,171500,12900,176158.2498,44441.75023,317900,52259.83866,144440.1613,42853.3297,47346.6703,514100,569900,275400,498400,408200,200200,200800,50478.24985,9709.057561,177712.6926,1822900,3783100,1409300,2179000,425600,128300,217600,789100,534600,2296400,936100,1817600,1769800,1718600,83000
