,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BAU Transmission Capacity (MW*miles),1.848E+07,1.867E+07,1.887E+07,1.922E+07,1.955E+07,2.071E+07,2.104E+07,2.119E+07,2.123E+07,2.138E+07,2.144E+07,2.244E+07,2.280E+07,2.315E+07,2.351E+07,2.387E+07,2.422E+07,2.458E+07,2.494E+07,2.529E+07,2.565E+07,2.601E+07,2.636E+07,2.672E+07,2.708E+07,2.743E+07,2.779E+07,2.815E+07,2.850E+07,2.886E+07,2.922E+07,2.957E+07,2.993E+07,3.029E+07,3.064E+07,3.100E+07,3.136E+07,3.172E+07,3.207E+07,3.243E+07,3.279E+07
