Unit: USD, ISIC 01T03 , ISIC 05 , ISIC 06 , ISIC 07T08 , ISIC 09 , ISIC 10T12 , ISIC 13T15 , ISIC 16 , ISIC 17T18 , ISIC 19 , ISIC 20 , ISIC 21 , ISIC 22 , ISIC 231 , ISIC 239 , ISIC 241 , ISIC 242 , ISIC 25 , ISIC 26 , ISIC 27 , ISIC 28 , ISIC 29 , ISIC 30 , ISIC 31T33 , ISIC 351 , ISIC 352T353 , ISIC 36T39 , ISIC 41T43 , ISIC 45T47 , ISIC 49T53 , ISIC 55T56 , ISIC 58T60 , ISIC 61 , ISIC 62T63 , ISIC 64T66 , ISIC 68 , ISIC 69T82 , ISIC 84 , ISIC 85 , ISIC 86T88 , ISIC 90T96 , ISIC 97T98 
Output,44846032000,262300377,148655623,3305939000,20020000,1.02939E+11,64002939000,7215390000,32329297000,1.11021E+11,1.42564E+11,18592210000,59839560000,11808343550,24465530450,98234754912,26809983088,84072352000,2.86853E+11,81964883000,1.22037E+11,1.63254E+11,38348583000,29198533000,36868340666,12129536456,17124926000,2.13076E+11,2.19045E+11,1.0689E+11,1.21327E+11,46107880000,35588826000,41416102000,1.49317E+11,1.61104E+11,1.45716E+11,1.27571E+11,1.08532E+11,1.27008E+11,57543376000,1831193000
