Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Percent of Consumption that is Domestic Content,0.885,0.107,0.127,0.369,0.211,0.877,0.827,0.811,0.912,0.929,0.823,0.850,0.926,0.879,0.916,0.886,0.755,0.886,0.755,0.938,0.717,0.865,0.803,0.916,1.000,0.996,1.000,0.760,1.000,0.996,1.000,0.999,0.840,0.778,0.933,0.870,0.945,0.824,0.964,0.982,0.821,0.993
