,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Capacity Factor (dimensionless),0.1261,0.1261,0.1273,0.1285,0.1297,0.1309,0.1322,0.1334,0.1346,0.1358,0.1370,0.1382,0.1395,0.1400,0.1405,0.1410,0.1416,0.1421,0.1426,0.1432,0.1437,0.1442,0.1447,0.1453,0.1458,0.1463,0.1469,0.1474,0.1479,0.1485,0.1490,0.1495
