Policy:,F-gas substitution,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
50,60,16749572940,13483922253,10218271567,6952620880,3686970193,421319506.1,450346129.9,479372753.8,508399377.6,537426001.4,566452625.2,604891567.5,643330509.8,681769452.1,720208394.3,758647336.6,786757143.2,814866949.8,842976756.4,871086563,899196369.6,915529858.3,931863347.1,948196835.8,964530324.6,980863813.3,998651585.5,1016439358,1034227130,1052014902,1069802674,1089173299,1108543924,1127914549,1147285174,1166655798
60,70,0,3952693753,7905387506,11858081259,15810775012,19763468765,20468510874,21173552983,21878595091,22583637200,23288679309,24117776193,24946873076,25775969960,26605066843,27434163727,28432546556,29430929385,30429312214,31427695043,32426077873,32996384799,33566691726,34136998653,34707305580,35277612507,35898071155,36518529803,37138988450,37759447098,38379905745,39054928347,39729950950,40404973552,41079996154,41755018756
70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,150,1.67371E+11,1.86704E+11,2.06036E+11,2.25368E+11,2.447E+11,2.64033E+11,2.93216E+11,3.224E+11,3.51584E+11,3.80768E+11,4.09951E+11,4.32002E+11,4.54052E+11,4.76103E+11,4.98154E+11,5.20204E+11,5.45973E+11,5.71741E+11,5.9751E+11,6.23278E+11,6.49047E+11,6.81079E+11,7.1311E+11,7.45142E+11,7.77174E+11,8.09205E+11,8.49003E+11,8.88801E+11,9.28598E+11,9.68396E+11,1.00819E+12,1.05762E+12,1.10704E+12,1.15647E+12,1.20589E+12,1.25531E+12
150,200,0,89604908.13,179209816.3,268814724.4,358419632.5,448024540.7,478517892.8,509011244.9,539504597,569997949.1,600491301.2,640767754.5,681044207.9,721320661.3,761597114.6,801873568,831055664.5,860237760.9,889419857.4,918601953.9,947784050.4,964453956.1,981123861.9,997793767.6,1014463673,1031133579,1049269410,1067405241,1085541071,1103676902,1121812733,1141543477,1161274221,1181004965,1200735709,1220466453
200,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,3.35481E+11,2.68385E+11,2.01289E+11,1.34192E+11,67096185684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,0,75978946686,1.51958E+11,2.27937E+11,3.03916E+11,3.79895E+11,3.8431E+11,3.88725E+11,3.9314E+11,3.97555E+11,4.01969E+11,4.07713E+11,4.13457E+11,4.19201E+11,4.24945E+11,4.30689E+11,4.373E+11,4.43912E+11,4.50523E+11,4.57135E+11,4.63746E+11,4.7088E+11,4.78013E+11,4.85147E+11,4.92281E+11,4.99414E+11,5.06269E+11,5.13124E+11,5.19979E+11,5.26834E+11,5.33688E+11,5.40638E+11,5.47588E+11,5.54538E+11,5.61488E+11,5.68438E+11
550,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
,,1.24093E+12,1.27521E+12,1.30949E+12,1.34378E+12,1.37806E+12,1.41234E+12,1.83613E+12,2.25993E+12,2.68372E+12,3.10752E+12,3.53131E+12,5.1939E+12,6.85648E+12,8.51907E+12,1.01817E+13,1.18442E+13,1.39102E+13,1.59762E+13,1.80422E+13,2.01082E+13,2.21741E+13,2.43447E+13,2.65152E+13,2.86857E+13,3.08563E+13,3.30268E+13,3.51642E+13,3.73015E+13,3.94389E+13,4.15762E+13,4.37136E+13,4.43019E+13,4.48902E+13,4.54785E+13,4.60669E+13,4.66552E+13
